time/s	<I>/mA	Ewe/V	
27/08/2025 11:02:49.2421	7,193089235210408E+000	-2,1499067E-003
27/08/2025 11:02:50.2421	7,188461005878452E+000	-2,1117069E-003
27/08/2025 11:02:51.2421	7,183834232330312E+000	-2,0353077E-003
27/08/2025 11:02:52.2421	7,177868344879149E+000	-2,0926071E-003
27/08/2025 11:02:53.2421	7,173008850860597E+000	-2,1881063E-003
27/08/2025 11:02:54.2421	7,170077997112259E+000	-2,1308069E-003
27/08/2025 11:02:55.2421	7,165542957496626E+000	-2,0926071E-003
27/08/2025 11:02:56.2421	7,157184148406982E+000	-2,0926071E-003
27/08/2025 11:02:57.2421	7,153021058464034E+000	-2,1690065E-003
27/08/2025 11:02:58.2421	7,146949942970281E+000	-2,0926071E-003
27/08/2025 11:02:59.2421	7,135524991130822E+000	-2,0544075E-003
27/08/2025 11:03:00.2421	7,135937358188613E+000	-2,1117069E-003
27/08/2025 11:03:01.2421	7,135728255748745E+000	-2,1690065E-003
27/08/2025 11:03:02.2421	7,126347272777551E+000	-2,0544075E-003
27/08/2025 11:03:03.2421	7,124369509506209E+000	-2,1690065E-003
27/08/2025 11:03:04.2421	7,122705867290492E+000	-2,0926071E-003
27/08/2025 11:03:05.2421	7,114452979850753E+000	-2,0735073E-003
27/08/2025 11:03:06.2421	7,107921023464172E+000	-2,2072061E-003
27/08/2025 11:03:07.2421	7,107978990840905E+000	-1,9971081E-003
27/08/2025 11:03:08.2421	7,096883469295506E+000	-2,0544075E-003
27/08/2025 11:03:09.2421	7,095081233024587E+000	-2,0353077E-003
27/08/2025 11:03:10.2421	7,093010753250098E+000	-2,2454057E-003
27/08/2025 11:03:11.2421	7,084108390617367E+000	-2,2072061E-003
27/08/2025 11:03:12.2421	7,077543928527831E+000	-2,1690065E-003
27/08/2025 11:03:13.2421	7,070165919780735E+000	-2,0735073E-003
27/08/2025 11:03:14.2421	7,069065834903711E+000	-2,1499067E-003
27/08/2025 11:03:15.2421	7,071963421916962E+000	-2,1881063E-003
27/08/2025 11:03:16.2421	7,062893212223045E+000	-2,1499067E-003
27/08/2025 11:03:17.2421	7,052251009941102E+000	-2,1881063E-003
27/08/2025 11:03:18.2421	7,050455159282677E+000	-2,1499067E-003
27/08/2025 11:03:19.2421	7,049500539779658E+000	-2,1690065E-003
27/08/2025 11:03:20.2421	7,046476979351027E+000	-2,0162079E-003
27/08/2025 11:03:21.2421	7,043801431655879E+000	-2,1117069E-003
27/08/2025 11:03:22.2421	7,036743967819206E+000	-2,1117069E-003
27/08/2025 11:03:23.2421	7,030828414535520E+000	-2,1690065E-003
27/08/2025 11:03:24.2421	7,033920492172228E+000	-1,9971081E-003
27/08/2025 11:03:25.2421	7,028662937450378E+000	-2,2072061E-003
27/08/2025 11:03:26.2421	7,025042687225337E+000	-2,2072061E-003
27/08/2025 11:03:27.2421	7,019122012042970E+000	-2,0544075E-003
27/08/2025 11:03:28.2421	7,010540772914879E+000	-2,1308069E-003
27/08/2025 11:03:29.2421	7,003244566535955E+000	-1,9589085E-003
27/08/2025 11:03:30.2421	7,000346274375914E+000	-2,1499067E-003
27/08/2025 11:03:31.2421	6,995735465049748E+000	-2,0353077E-003
27/08/2025 11:03:32.2421	6,994694116687775E+000	-2,0735073E-003
27/08/2025 11:03:33.2421	6,988197532081585E+000	-2,1308069E-003
27/08/2025 11:03:34.2421	6,979404811954481E+000	-2,0353077E-003
27/08/2025 11:03:35.2421	6,978541251754734E+000	-2,1499067E-003
27/08/2025 11:03:36.2421	6,974762221622456E+000	-2,1499067E-003
27/08/2025 11:03:37.2421	6,966041633987423E+000	-2,1499067E-003
27/08/2025 11:03:38.2421	6,965856449031826E+000	-2,0735073E-003
27/08/2025 11:03:39.2421	6,959729390525808E+000	-2,0926071E-003
27/08/2025 11:03:40.2421	6,952654686641665E+000	-2,1308069E-003
27/08/2025 11:03:41.2421	6,953113321971898E+000	-2,0162079E-003
27/08/2025 11:03:42.2421	6,947034940814966E+000	-2,0162079E-003
27/08/2025 11:03:43.2421	6,940733876895905E+000	-2,1881063E-003
27/08/2025 11:03:44.2421	6,936111387825008E+000	-2,0544075E-003
27/08/2025 11:03:45.2421	6,928305358505241E+000	-2,1499067E-003
27/08/2025 11:03:46.2421	6,925712823581677E+000	-2,0162079E-003
27/08/2025 11:03:47.2421	6,919483793258649E+000	-2,1881063E-003
27/08/2025 11:03:48.2421	6,912280914497373E+000	-2,1117069E-003
27/08/2025 11:03:49.2421	6,912421362304670E+000	-2,1499067E-003
27/08/2025 11:03:50.2421	6,907663788604737E+000	-2,0926071E-003
