time/s	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	
30/08/2025 15:47:25.0587	6,3126212E-001	3,9492682E-001	2,5466792E-002
30/08/2025 15:47:29.2885	5,0118679E-001	3,9807779E-001	2,8312666E-002
30/08/2025 15:47:34.5955	3,9867833E-001	4,0152144E-001	3,3621266E-002
30/08/2025 15:47:41.2768	3,1619310E-001	4,0463400E-001	3,7549067E-002
30/08/2025 15:47:49.6775	2,5117347E-001	4,0821749E-001	4,2173047E-002
30/08/2025 15:48:00.2296	1,9980818E-001	4,1319630E-001	4,7650389E-002
30/08/2025 15:48:13.5245	1,5846856E-001	4,1957840E-001	5,4343212E-002
30/08/2025 15:48:30.2496	1,2590654E-001	4,2606485E-001	6,2351707E-002
30/08/2025 15:48:51.2699	1,0013975E-001	4,3306097E-001	7,0610426E-002
30/08/2025 15:49:17.7655	7,9421178E-002	4,4204172E-001	7,9153024E-002
30/08/2025 15:49:51.1053	6,3101739E-002	4,5281896E-001	8,9503013E-002
30/08/2025 15:50:33.0439	5,0154075E-002	4,6541592E-001	1,0153052E-001
30/08/2025 15:51:25.8790	3,9804459E-002	4,7791639E-001	1,1467215E-001
30/08/2025 15:52:32.4401	3,1592205E-002	4,9238843E-001	1,2728663E-001
30/08/2025 15:53:56.0585	2,5144994E-002	5,1027513E-001	1,4069512E-001
